area_fips,own_code,industry_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages
49000,5,61,2007,1003,20409,731631038
49000,5,62,2007,6277,105944,3746728893
49000,5,71,2007,927,17989,385427841
49000,5,72,2007,4722,94774,1316813829
49000,5,81,2007,6042,31006,786220385
49000,5,99,2007,118,140,6208583
50000,5,11,2007,362,2362,60379375
50000,5,21,2007,60,723,34816057
50000,5,22,2007,46,1737,151764637
50000,5,23,2007,3219,16853,674140073
50000,5,31,2007,1140,35916,1768276549
50000,5,42,2007,1426,10309,495181693
50000,5,44,2007,3573,40224,1003317727
50000,5,48,2007,554,6789,237116491
50000,5,51,2007,508,5932,256143970
50000,5,52,2007,1019,9587,592407825
50000,5,53,2007,791,3315,103612474
50000,5,54,2007,2829,13296,762214068
50000,5,55,2007,24,317,21156177
50000,5,56,2007,1236,8722,249105712
50000,5,61,2007,339,9341,349368867
50000,5,62,2007,1913,44229,1567201663
50000,5,71,2007,416,3928,78050724
50000,5,72,2007,1788,28927,497886099
50000,5,81,2007,2026,8970,237005850
50001,5,11,2007,73,557,15204615
50001,5,21,2007,5,19,892933
50001,5,22,2007,2,0,0
50001,5,23,2007,193,800,30637292
50001,5,31,2007,59,2198,105289245
50001,5,42,2007,62,0,0
50001,5,44,2007,193,2151,57154265
50001,5,48,2007,31,294,7366699
50001,5,51,2007,22,103,3234590
50001,5,52,2007,41,324,14377885
50001,5,53,2007,33,83,1938631
50001,5,54,2007,147,510,24259630
50001,5,56,2007,52,251,7192492
50001,5,61,2007,20,0,0
50001,5,62,2007,107,0,0
50001,5,71,2007,17,102,1988805
50001,5,72,2007,78,1104,18525987
50001,5,81,2007,112,353,8936783
50003,5,11,2007,13,0,0
50003,5,21,2007,0,0,0
50003,5,22,2007,2,0,0
50003,5,23,2007,201,805,28810944
50003,5,31,2007,91,2898,120982195
50003,5,42,2007,48,318,14292928
50003,5,44,2007,307,3234,85582421
50003,5,48,2007,27,0,0
50003,5,51,2007,31,422,17788448
50003,5,52,2007,57,401,24831630
50003,5,53,2007,60,224,7109545
50003,5,54,2007,149,441,21848867
50003,5,55,2007,4,16,1187370
50003,5,56,2007,82,503,13718277
50003,5,61,2007,20,872,31828914
50003,5,62,2007,135,2888,110942392
50003,5,71,2007,36,421,12341763
50003,5,72,2007,150,1947,33270443
50003,5,81,2007,121,457,9246553
50005,5,11,2007,13,104,2225969
50005,5,21,2007,4,16,773169
50005,5,22,2007,4,52,3251740
50005,5,23,2007,146,722,24783123
50005,5,31,2007,59,1862,72174894
50005,5,42,2007,43,260,10558486
50005,5,44,2007,171,1665,39035264
50005,5,48,2007,31,333,10060221
50005,5,51,2007,23,282,9327852
50005,5,52,2007,42,337,13569468
50005,5,53,2007,25,96,2574348
50005,5,54,2007,93,397,23499414
50005,5,55,2007,1,0,0
50005,5,56,2007,33,0,0
50005,5,61,2007,16,544,20327059
50005,5,62,2007,85,1639,52696842
50005,5,71,2007,11,173,4109140
50005,5,72,2007,67,801,10364627
50005,5,81,2007,85,329,6875369
50007,5,11,2007,21,149,3552755
50007,5,21,2007,5,41,2266590
50007,5,22,2007,3,0,0
50007,5,23,2007,633,5127,237115369
50007,5,31,2007,214,12165,785845384
50007,5,42,2007,368,3305,182646834
50007,5,44,2007,834,12687,314294618
50007,5,48,2007,113,0,0
50007,5,51,2007,159,2347,116317329
50007,5,52,2007,331,3432,268806757
50007,5,53,2007,230,1295,44981192
50007,5,54,2007,864,6207,398331231
50007,5,55,2007,9,161,8122459
50007,5,56,2007,302,3157,79595840
50007,5,61,2007,89,2093,72149322
50007,5,62,2007,498,13546,590771643
50007,5,71,2007,113,1632,28777755
50007,5,72,2007,381,7388,122876541
50007,5,81,2007,508,2767,79294149
50009,5,11,2007,16,0,0
50009,5,21,2007,1,0,0
50009,5,22,2007,1,0,0
50009,5,23,2007,19,55,1653158
50009,5,31,2007,12,525,16476605
50009,5,42,2007,3,0,0
50009,5,44,2007,17,94,1358791
50009,5,48,2007,13,38,1174374
50009,5,51,2007,1,0,0
50009,5,52,2007,6,0,0
50009,5,54,2007,7,24,1310116
50009,5,56,2007,4,12,311924
50009,5,61,2007,1,0,0
50009,5,62,2007,8,0,0
50009,5,71,2007,4,0,0
50009,5,72,2007,12,84,917769
50009,5,81,2007,10,29,423515
51000,5,11,2007,1657,12502,329899168
51000,5,21,2007,321,9042,494163350
51000,5,22,2007,305,11145,960761943
51000,5,23,2007,27160,240247,10525922790
51000,5,31,2007,6111,278749,13332183520
51000,5,42,2007,13257,121452,7739918826
51000,5,44,2007,27050,427556,10550067490
51000,5,48,2007,5620,102695,4145430209
51000,5,51,2007,3921,90882,6797688503
51000,5,52,2007,12076,131926,9372036449
51000,5,53,2007,9517,58464,2482446780
51000,5,54,2007,32401,358324,29742659367
51000,5,55,2007,1756,76511,7478811499
51000,5,56,2007,12130,212823,6567297335
51000,5,61,2007,2429,54907,2119358225
51000,5,62,2007,19056,336754,13706532594
51000,5,71,2007,2579,46404,1074452772
51000,5,72,2007,14776,298777,4678565531
51000,5,81,2007,23715,128512,4416121099
51000,5,99,2007,3407,5420,218829523
53000,5,11,2007,7872,84715,1983462844
53000,5,21,2007,189,3036,176520990
53000,5,22,2007,306,4648,342726827
53000,5,23,2007,25179,194476,9098519456
53000,5,31,2007,7488,289269,17237166005
53000,5,42,2007,13498,125635,7458513242
53000,5,44,2007,20086,321153,9340198319
53000,5,48,2007,4427,85498,3874015930
53000,5,51,2007,3280,101996,9816962124
53000,5,52,2007,9549,101815,7132866617
53000,5,53,2007,8309,49960,1816270940
53000,5,54,2007,17415,151674,10631670765
53000,5,55,2007,678,34646,3009517238
53000,5,56,2007,9770,149893,5460684354
53000,5,61,2007,2144,31535,1011604932
53000,5,62,2007,15509,296680,11712952477
53000,5,71,2007,2500,45571,1260247963
53000,5,72,2007,14935,230153,3686733758
53000,5,81,2007,50256,114637,2796945482
53000,5,99,2007,16,5,274925
54000,5,11,2007,495,2099,50914658
54000,5,21,2007,875,27468,1742036145
54000,5,22,2007,235,6231,432275131
54000,5,23,2007,5516,38994,1560564328
54000,5,31,2007,1493,59128,2706204589
54000,5,42,2007,2798,25122,1173737209
54000,5,44,2007,7217,91434,1926105101
54000,5,48,2007,1569,17121,665138223
54000,5,51,2007,692,11415,457780230
54000,5,52,2007,2386,20918,814418208
54000,5,53,2007,1701,7634,219842111
54000,5,54,2007,3768,24388,1075252824
54000,5,55,2007,269,4549,276524723
54000,5,56,2007,2138,31971,725198567
54000,5,61,2007,264,4913,139807457
54000,5,62,2007,4721,102756,3517182130
54000,5,71,2007,921,11488,203853098
54000,5,72,2007,3513,60230,762722902
54000,5,81,2007,3906,21514,514112026
54000,5,99,2007,360,403,17738509
55000,5,11,2007,2043,19845,523270133
55000,5,21,2007,170,2839,138894225
55000,5,22,2007,246,11114,844690197
55000,5,23,2007,17067,126014,5992225907
55000,5,31,2007,10127,501017,23602982243
55000,5,42,2007,11426,122141,6250404975
55000,5,44,2007,18285,315075,6904063252
55000,5,48,2007,5291,95126,3489233693
55000,5,51,2007,2184,50155,2466937032
55000,5,52,2007,8643,130974,7206982575
55000,5,53,2007,4612,28047,878982222
55000,5,54,2007,12487,98308,5526801207
55000,5,55,2007,955,43455,3571148371
55000,5,56,2007,7481,136940,3258479315
55000,5,61,2007,1147,29587,1154316703
55000,5,62,2007,11992,337488,13216635723
55000,5,71,2007,2400,36132,847961203
55000,5,72,2007,13500,225805,2590890199
55000,5,81,2007,15409,86049,1894184296
55000,5,99,2007,6632,5105,202741901
56000,5,11,2007,412,2290,61299142
56000,5,21,2007,1105,27346,1973104102
56000,5,22,2007,101,2464,178640687
56000,5,23,2007,3841,26551,1189877768
56000,5,31,2007,656,10178,465760891
56000,5,42,2007,1269,8750,440898372
56000,5,44,2007,2646,31983,770415517
56000,5,48,2007,1012,9244,383490277
56000,5,51,2007,380,4020,145789101
56000,5,52,2007,1043,6952,317345107
56000,5,53,2007,1088,4448,168150997
56000,5,54,2007,2298,9482,453040883
56000,5,55,2007,151,845,76588671
56000,5,56,2007,1273,8057,217154092
56000,5,61,2007,166,1383,36856844
56000,5,62,2007,1630,20925,743786043
56000,5,71,2007,408,2866,51019023
56000,5,72,2007,1793,30565,482958615
56000,5,81,2007,1658,8492,261464223
72000,5,11,2007,3262,10819,91918174
72000,5,21,2007,89,1219,28155110
72000,5,22,2007,23,304,16054103
72000,5,23,2007,4278,59089,1123276050
72000,5,31,2007,3031,106740,3578121769
72000,5,42,2007,3036,32929,1153299398
72000,5,44,2007,12413,132061,2171279484
72000,5,48,2007,1412,16682,447795753
72000,5,51,2007,564,22245,804995531
72000,5,52,2007,2152,33751,1337117003
72000,5,53,2007,2202,14279,310892611
72000,5,54,2007,5163,29293,1046331483
72000,5,55,2007,93,10486,437550214
72000,5,56,2007,2137,70287,1031982820
72000,5,61,2007,751,24986,540998633
72000,5,62,2007,8014,76319,1554411592
72000,5,71,2007,620,3889,67387826
72000,5,72,2007,4965,69136,896612987
72000,5,81,2007,5306,17966,308934300
72000,5,99,2007,483,1203,33704782
78000,5,11,2007,13,0,0
78000,5,21,2007,7,0,0
78000,5,22,2007,11,70,3337601
78000,5,23,2007,386,3241,138481912
78000,5,31,2007,107,2334,150756044
78000,5,42,2007,94,791,26536010
78000,5,44,2007,679,6234,147198601
78000,5,48,2007,157,1552,47039471
78000,5,51,2007,59,801,34027023
78000,5,52,2007,133,1354,65024147
78000,5,53,2007,221,1099,38207302
78000,5,54,2007,319,1211,65791378
78000,5,55,2007,26,371,16022025
78000,5,56,2007,200,1837,47608394
78000,5,61,2007,52,986,23393184
78000,5,62,2007,229,1408,37643188
78000,5,71,2007,60,795,18936775
78000,5,72,2007,316,6461,154442455
78000,5,81,2007,358,2472,109694173
1000,5,11,2008,1465,12536,396701726
1000,5,21,2008,323,8213,551926722
1000,5,22,2008,386,13535,1114936627
1000,5,23,2008,12170,108453,4445947737
1000,5,31,2008,5600,284127,12880288596
1000,5,42,2008,9155,80731,4334368602
1000,5,44,2008,19332,237974,5664788258
1000,5,48,2008,3556,53583,2071183136
1000,5,51,2008,1649,27013,1315886377
1000,5,52,2008,7569,71798,4199039961
1000,5,53,2008,4773,24832,830758714
1000,5,54,2008,12366,98674,6127718156
1000,5,55,2008,1054,14846,1041765583
1000,5,56,2008,5668,107107,2596255361
1000,5,61,2008,873,16315,501025472
1000,5,62,2008,10015,188551,7550993990
1000,5,71,2008,1175,17510,304237622
1000,5,72,2008,8259,156709,2039819912
1000,5,81,2008,9664,47679,1344579166
2000,5,11,2008,143,776,31737529
2000,5,21,2008,212,15166,1664553417
2000,5,22,2008,100,1892,129257543
2000,5,23,2008,2485,17211,1142913108
2000,5,31,2008,556,12984,483450667
2000,5,42,2008,734,6533,327529453
2000,5,44,2008,2440,36214,1002610485
2000,5,48,2008,1093,20033,1079619700
2000,5,51,2008,382,6988,379464456
2000,5,52,2008,806,8950,493651170
2000,5,53,2008,624,4705,161463635
2000,5,54,2008,1866,13164,818042498
2000,5,55,2008,75,1204,90354199
2000,5,56,2008,1144,11821,456824190
2000,5,61,2008,235,2098,66042990
2000,5,62,2008,1830,35503,1444574929
2000,5,71,2008,532,4512,78971578
2000,5,72,2008,1874,27653,544536008
2000,5,81,2008,1705,9920,309005589
2000,5,99,2008,552,384,14085486
4000,5,11,2008,1116,25487,623050278
4000,5,21,2008,232,13475,935678153
4000,5,22,2008,270,12729,1079681314
4000,5,23,2008,18324,186072,8264506610
4000,5,31,2008,5246,173225,10502364064
4000,5,42,2008,14775,107695,6566574251
4000,5,44,2008,17189,322090,9033795614
4000,5,48,2008,3542,71004,3081439645
4000,5,51,2008,2501,41833,2272127852
4000,5,52,2008,9661,124126,7235929016
4000,5,53,2008,8914,51126,2194439658
4000,5,54,2008,21508,132660,8479713358
4000,5,55,2008,811,27659,2040889890
4000,5,56,2008,10409,226571,7114185692
4000,5,61,2008,1888,41834,1558902421
4000,5,62,2008,13586,274410,12794935345
4000,5,71,2008,1902,35525,1128207900
4000,5,72,2008,10193,234255,4100003903
4000,5,81,2008,12254,71171,2084530069
4000,5,99,2008,4437,1972,88692371
5000,5,11,2008,1948,13052,390840925
5000,5,21,2008,511,8330,500808010
5000,5,22,2008,366,6791,474966752
5000,5,23,2008,7895,56358,2190089282
5000,5,31,2008,3581,182476,6810427979
5000,5,42,2008,6427,48505,2578142972
5000,5,44,2008,11299,133688,2968637305
5000,5,48,2008,3007,54777,2072883626
5000,5,51,2008,1123,18653,935066897
5000,5,52,2008,4922,36411,1788405716
5000,5,53,2008,3512,14282,416195181
5000,5,54,2008,7408,38810,1917000853
5000,5,55,2008,557,25768,1941637366
5000,5,56,2008,3889,52866,1209773671
5000,5,61,2008,617,9755,283506845
5000,5,62,2008,12663,145025,5059851383
5000,5,71,2008,919,9856,171535714
5000,5,72,2008,5323,91007,1111854525
5000,5,81,2008,5432,25228,654303486
5000,5,99,2008,0,0,0
6000,5,11,2008,17670,391950,9456039199
6000,5,21,2008,740,26337,3058765357
6000,5,22,2008,1139,58490,5508250678
6000,5,23,2008,76105,782466,42583469169
6000,5,31,2008,43710,1414056,93161203811
6000,5,42,2008,60451,705361,44259995042
6000,5,44,2008,101266,1635790,50145429069
6000,5,48,2008,18736,430081,19278604350
6000,5,51,2008,19152,467864,43456203009
6000,5,52,2008,48292,571945,52461348544
6000,5,53,2008,43846,274897,13521548113
6000,5,54,2008,115962,1079275,91678177897
6000,5,55,2008,4155,205591,18340066398
6000,5,56,2008,43821,944826,33320889984
6000,5,61,2008,10306,272083,11065924802
6000,5,62,2008,87931,1408488,70394336432
6000,5,71,2008,18000,252895,12462761092
6000,5,72,2008,67782,1308136,24606708809
6000,5,81,2008,455019,738468,18860239927
6000,5,99,2008,59396,70293,3526132335
8000,5,11,2008,1385,14087,400117488
8000,5,21,2008,1508,28347,2743660166
8000,5,22,2008,406,8221,653244343
8000,5,23,2008,21835,161815,7724389652
8000,5,31,2008,5848,144169,8407816400
8000,5,42,2008,12927,100140,6751307550
8000,5,44,2008,18569,252691,6751959118
8000,5,48,2008,3832,63635,2655227260
8000,5,51,2008,3345,76935,5900118323
8000,5,52,2008,11248,104924,7398019287
8000,5,53,2008,10388,46885,1950440518
8000,5,54,2008,28632,176437,13568210772
8000,5,55,2008,1636,28653,3052878625
8000,5,56,2008,10415,146443,4794111311
8000,5,61,2008,2257,27698,994654102
8000,5,62,2008,13031,219884,9469348428
8000,5,71,2008,2572,45656,1394801935
8000,5,72,2008,12135,227248,3915753518
8000,5,81,2008,12802,68505,2228136177
8000,5,99,2008,639,781,41530205
9000,5,11,2008,359,4844,137605157
9000,5,21,2008,57,732,46901373
9000,5,22,2008,162,6761,740286377
9000,5,23,2008,10992,65341,3785680844
9000,5,31,2008,5156,187186,13210540174
9000,5,42,2008,10104,69179,5509183114
9000,5,44,2008,13249,188347,5705756465
9000,5,48,2008,1888,41805,1923994110
9000,5,51,2008,1828,37668,2614097800
9000,5,52,2008,7339,122923,17465524238
9000,5,53,2008,3768,20544,1086339662
9000,5,54,2008,12800,92583,7921875687
9000,5,55,2008,736,28540,3897746085
9000,5,56,2008,6886,85741,3251485546
9000,5,61,2008,1447,51348,2598154011
9000,5,62,2008,9627,238046,10976149361
9000,5,71,2008,1696,24409,707133241
9000,5,72,2008,7494,113156,2030556587
9000,5,81,2008,13662,58155,1743494852
9000,5,99,2008,128,81,4752238
10000,5,11,2008,150,0,0
10000,5,21,2008,4,0,0
10000,5,22,2008,31,2205,195263158
10000,5,23,2008,3657,25344,1233646043
10000,5,31,2008,663,31649,1791086562
10000,5,42,2008,2330,14680,1023051505
10000,5,44,2008,3710,52951,1349032963
10000,5,48,2008,831,9952,373906416
10000,5,51,2008,360,7058,388640327
10000,5,52,2008,1670,39004,2997135558
10000,5,53,2008,1058,6465,259567781
10000,5,54,2008,3730,25798,2063680176
10000,5,55,2008,2588,10743,969393797
10000,5,56,2008,2040,22754,722291755
10000,5,61,2008,296,4456,171212446
10000,5,62,2008,2002,54006,2484375191
10000,5,71,2008,408,8052,198625858
10000,5,72,2008,1909,33122,566739317
10000,5,81,2008,2175,13729,373569462
10001,5,11,2008,39,0,0
10001,5,21,2008,2,0,0
10001,5,22,2008,7,199,13760463
10001,5,23,2008,600,2930,121406194
10001,5,31,2008,68,3516,172887667
10001,5,42,2008,180,1513,74498038
10001,5,44,2008,576,9742,235472263
10001,5,48,2008,141,2039,73276847
10001,5,51,2008,41,739,33376203
10001,5,52,2008,180,1606,79150811
10001,5,53,2008,140,584,17787121
10001,5,54,2008,295,1439,71640262
10001,5,55,2008,8,120,7651351
10001,5,56,2008,261,2405,63863621
10001,5,61,2008,30,423,15832783
10001,5,62,2008,316,7736,280778971
10001,5,71,2008,60,2170,56460803
10001,5,72,2008,266,4932,64783475
10001,5,81,2008,324,1956,46429628
10003,5,11,2008,28,0,0
10003,5,21,2008,1,0,0
10003,5,22,2008,14,1615,150061124
10003,5,23,2008,1875,16835,885264919
10003,5,31,2008,420,0,0
10003,5,42,2008,1303,10054,759423860
10003,5,44,2008,2006,30908,807992885
10003,5,48,2008,403,6072,246075834
10003,5,51,2008,206,5707,325504437
10003,5,52,2008,1165,35032,2808415808
10003,5,53,2008,598,3786,172382700
10003,5,54,2008,2650,21865,1847131754
10003,5,55,2008,2538,10386,946101336
10003,5,56,2008,1258,16006,530678135
10003,5,61,2008,223,3818,149934092
10003,5,62,2008,1272,37262,1816281197
10003,5,71,2008,226,5026,124611951
10003,5,72,2008,1056,19086,352638914
10003,5,81,2008,1381,9105,261342797
10005,5,11,2008,81,0,0
10005,5,21,2008,1,0,0
10005,5,22,2008,7,383,30507093
10005,5,23,2008,1048,4878,179931004
10005,5,31,2008,162,12845,508418953
10005,5,42,2008,275,1382,59749394
10005,5,44,2008,1029,11260,276724385
10005,5,48,2008,260,1687,48483384
10005,5,51,2008,65,502,20363159
10005,5,52,2008,217,1901,72837074
10005,5,53,2008,297,2005,64871225
10005,5,54,2008,449,1529,71305223
10005,5,55,2008,25,205,12963744
10005,5,56,2008,321,2929,79321713
10005,5,61,2008,27,182,4233024
10005,5,62,2008,384,8481,366105748
10005,5,71,2008,104,833,17084867
10005,5,72,2008,567,8816,142874598
10005,5,81,2008,431,2257,53641123
11000,5,22,2008,18,2325,222085554
11000,5,23,2008,1020,12945,722265965
11000,5,31,2008,192,1609,124420501
11000,5,42,2008,1173,5063,490817474
11000,5,44,2008,1945,18465,534820862
11000,5,48,2008,218,2081,105964344
11000,5,51,2008,929,20655,2149763191
11000,5,52,2008,1112,15335,2040589300
11000,5,53,2008,1047,10753,729244590
11000,5,54,2008,7729,102831,11625494771
11000,5,55,2008,74,1574,368368068
11000,5,56,2008,1918,43737,1853302278
11000,5,61,2008,561,36987,1909633814
11000,5,62,2008,1957,54659,2978896846
11000,5,71,2008,356,7044,413526133
11000,5,72,2008,2058,50602,1406476093
11000,5,81,2008,8910,61812,4285328159
11000,5,99,2008,2360,4255,303517491
12000,5,11,2008,4977,90205,2011569183
12000,5,21,2008,364,4461,249552058
12000,5,22,2008,768,23890,1738675907
12000,5,23,2008,79139,511910,21508455500
12000,5,31,2008,17927,370780,18031263235
12000,5,42,2008,43855,345810,20183285157
12000,5,44,2008,76921,988415,26095124571
12000,5,48,2008,14651,216071,9005730790
12000,5,51,2008,9975,156566,9108593239
12000,5,52,2008,36587,349742,22421356032
12000,5,53,2008,35775,171181,6610351571
12000,5,54,2008,85943,457234,28593485824
12000,5,55,2008,3642,81928,6785647069
12000,5,56,2008,42492,604312,18367688294
12000,5,61,2008,5984,112628,4060905162
12000,5,62,2008,51636,901750,38774844727
12000,5,71,2008,9632,185032,6103970251
12000,5,72,2008,38508,758314,13886334930
12000,5,81,2008,50076,251608,7186298542
12000,5,99,2008,3843,4369,158502643
13000,5,11,2008,2348,24837,667439849
13000,5,21,2008,238,5796,306816598
13000,5,22,2008,439,20539,1548856925
13000,5,23,2008,26328,204527,9128585730
13000,5,31,2008,9894,408386,18991048864
13000,5,42,2008,23299,217093,13916088112
13000,5,44,2008,34112,465165,11863768044
13000,5,48,2008,6981,162434,7545265432
13000,5,51,2008,4411,109166,7966073701
13000,5,52,2008,15733,158221,11017095243
13000,5,53,2008,12119,62437,2852929509
13000,5,54,2008,32599,229097,15768898728
13000,5,55,2008,1336,54750,4402593161
13000,5,56,2008,16462,275189,8798971989
13000,5,61,2008,2609,58336,2560897643
13000,5,62,2008,20341,381049,16070227142
13000,5,71,2008,2875,41462,1269192402
13000,5,72,2008,18156,352125,5508214012
13000,5,81,2008,19512,98150,2833035430
13000,5,99,2008,16108,14903,756595995
15000,5,11,2008,450,6727,205464319
15000,5,21,2008,12,326,26736660
15000,5,22,2008,69,3083,241645597
15000,5,23,2008,3579,37500,2328415616
15000,5,31,2008,1058,14875,577501953
15000,5,42,2008,2139,18755,900001986
15000,5,44,2008,4621,69892,1890634232
15000,5,48,2008,1035,26406,1068992039
15000,5,51,2008,686,10050,552328955
15000,5,52,2008,1715,16703,944769088
15000,5,53,2008,2015,12681,514767184
15000,5,54,2008,4010,25052,1551889456
15000,5,55,2008,448,7430,532681996
15000,5,56,2008,2299,42942,1257170228
15000,5,61,2008,616,13841,471316026
15000,5,62,2008,3497,59149,2588048439
15000,5,71,2008,554,11590,303295967
15000,5,72,2008,3501,95383,2455475837
15000,5,81,2008,3730,25261,734197495
15000,5,99,2008,769,579,25433644
16000,5,11,2008,2065,22114,607741276
16000,5,21,2008,180,2762,162474297
16000,5,22,2008,201,2162,130789195
16000,5,23,2008,9481,45249,1699744484
16000,5,31,2008,2380,62935,2943694065
16000,5,42,2008,3464,27756,1241767596
16000,5,44,2008,6354,82658,2022134007
16000,5,48,2008,1846,17599,582543938
16000,5,51,2008,926,11664,453568104
16000,5,52,2008,3157,21318,974125662
16000,5,53,2008,2618,8367,232063422
16000,5,54,2008,5628,33965,1750432291
16000,5,55,2008,298,7248,545175298
16000,5,56,2008,2868,39526,974845687
16000,5,61,2008,469,5326,179406463
16000,5,62,2008,4508,69075,2377212040
16000,5,71,2008,805,8986,151844529
16000,5,72,2008,3354,54163,683885260
16000,5,81,2008,3369,16280,390339836
16000,5,99,2008,1,1,38692
17000,5,11,2008,1652,16258,496688685
17000,5,21,2008,652,9608,580048308
17000,5,22,2008,506,23492,2332697457
17000,5,23,2008,39439,258439,15619952579
17000,5,31,2008,19151,658166,36916880400
17000,5,42,2008,29552,309886,20579751946
17000,5,44,2008,37812,628997,16203860213
17000,5,48,2008,12770,225536,10076985507
17000,5,51,2008,6615,114900,7698018952
17000,5,52,2008,21778,305047,28310868062
17000,5,53,2008,14039,80617,4073469768
17000,5,54,2008,49471,368275,29618239632
17000,5,55,2008,1386,97338,10296548132
17000,5,56,2008,19891,395095,12830138670
17000,5,61,2008,3986,124884,5356199244
17000,5,62,2008,27456,665123,27996913443
17000,5,71,2008,4826,80258,2469195687
17000,5,72,2008,24967,450595,7511149788
17000,5,81,2008,35154,202038,6674964765
17000,5,99,2008,7971,7221,327160100
18000,5,11,2008,1327,12492,378565161
18000,5,21,2008,338,6407,373123376
18000,5,22,2008,441,15011,1089732767
18000,5,23,2008,17121,144477,6819063155
18000,5,31,2008,9085,520899,27284163208
18000,5,42,2008,13965,124846,6552596104
18000,5,44,2008,21007,322295,7326143749
18000,5,48,2008,5403,110013,4219227723
18000,5,51,2008,2216,39585,1885430469
18000,5,52,2008,10167,98334,5201829374
18000,5,53,2008,5939,34517,1142664646
18000,5,54,2008,15525,98029,5272571381
18000,5,55,2008,970,28944,2097213500
18000,5,56,2008,8255,157853,4109739256
18000,5,61,2008,1506,45157,1441941979
18000,5,62,2008,12507,335332,13026762355
18000,5,71,2008,2040,43587,1281841130
18000,5,72,2008,11900,241126,3058289060
18000,5,81,2008,13001,84139,2157544806
18000,5,99,2008,2297,417,12596506
19000,5,11,2008,1753,15470,467008710
19000,5,21,2008,194,2131,94133487
19000,5,22,2008,356,7105,534091643
19000,5,23,2008,9087,73016,3214684260
19000,5,31,2008,4197,227397,10726896477
19000,5,42,2008,7524,68980,3423215406
19000,5,44,2008,12757,178162,3925795866
19000,5,48,2008,3704,52132,1937446721
19000,5,51,2008,1702,33393,1443532224
19000,5,52,2008,6403,89476,5068006897
19000,5,53,2008,3071,13430,449384302
19000,5,54,2008,7825,42618,2103674480
19000,5,55,2008,623,14012,928829022
19000,5,56,2008,4367,65869,1668706230
19000,5,61,2008,791,24953,758848613
19000,5,62,2008,7816,170008,6059514298
19000,5,71,2008,1460,20738,376103708
19000,5,72,2008,6782,114609,1403133687
19000,5,81,2008,7671,41371,1043837130
20000,5,11,2008,1119,9618,314005674
20000,5,21,2008,1076,9846,508216248
20000,5,22,2008,237,7567,552711886
20000,5,23,2008,8237,65211,2836925598
20000,5,31,2008,3370,187151,9057371545
20000,5,42,2008,7685,63009,3498902573
20000,5,44,2008,10197,147258,3400855509
20000,5,48,2008,2624,41306,1549196528
20000,5,51,2008,1442,38890,2487760931
20000,5,52,2008,5941,57405,3112470959
20000,5,53,2008,3039,15053,486525869
20000,5,54,2008,8791,61971,3399142239
20000,5,55,2008,553,13734,1139560387
20000,5,56,2008,4726,74754,2334416588
20000,5,61,2008,639,12198,372245721
20000,5,62,2008,6847,159117,5782676133
20000,5,71,2008,914,13376,200685519
20000,5,72,2008,5401,102692,1287334767
20000,5,81,2008,8128,37603,976040668
20000,5,99,2008,18,91,2521015
20001,5,11,2008,1,0,0
20001,5,21,2008,15,0,0
20001,5,22,2008,1,0,0
20001,5,23,2008,38,150,4144704
20001,5,31,2008,24,1991,66332095
20001,5,42,2008,24,151,5759954
20001,5,44,2008,57,559,12090451
20001,5,48,2008,11,0,0
20001,5,51,2008,14,131,2835184
20001,5,52,2008,23,110,3730821
20001,5,53,2008,13,71,1338239
20001,5,54,2008,26,72,2311355
20001,5,55,2008,1,0,0
20001,5,56,2008,12,0,0
20001,5,61,2008,2,0,0
20001,5,62,2008,29,0,0
20001,5,71,2008,7,25,204159
20001,5,72,2008,27,289,2559564
20001,5,81,2008,35,110,1956295
20003,5,11,2008,6,31,1254803
20003,5,21,2008,10,32,1484631
20003,5,23,2008,30,72,1989756
20003,5,31,2008,15,246,8402520
20003,5,42,2008,15,92,2481304
20003,5,44,2008,38,327,7058515
20003,5,48,2008,13,148,3733383
20003,5,51,2008,3,22,544637
20003,5,52,2008,18,0,0
20003,5,53,2008,2,0,0
20003,5,54,2008,12,27,688176
20003,5,55,2008,1,0,0
20003,5,56,2008,3,0,0
20003,5,61,2008,1,0,0
20003,5,62,2008,18,0,0
20003,5,72,2008,16,177,1278405
20003,5,81,2008,8,22,525093
20005,5,11,2008,6,20,511411
20005,5,21,2008,3,27,714206
20005,5,22,2008,1,0,0
20005,5,23,2008,50,340,14163739
20005,5,31,2008,28,2009,81843459
20005,5,42,2008,24,80,3375953
20005,5,44,2008,55,754,13412567
20005,5,48,2008,8,0,0
20005,5,51,2008,6,0,0
20005,5,52,2008,23,135,4589608
20005,5,53,2008,11,49,789576
20005,5,54,2008,29,175,6479997
20005,5,55,2008,3,0,0
20005,5,56,2008,14,0,0
20005,5,61,2008,2,0,0
20005,5,62,2008,46,0,0
20005,5,71,2008,5,39,314773
20005,5,72,2008,29,510,4363776
20005,5,81,2008,28,0,0
20007,5,11,2008,10,31,673854
20007,5,21,2008,28,156,7775139
20007,5,22,2008,1,0,0
20007,5,23,2008,21,73,2074464
20007,5,31,2008,6,156,6030904
20007,5,42,2008,8,89,2389326
20007,5,44,2008,27,201,3207745
20007,5,48,2008,9,0,0
20007,5,51,2008,4,0,0
20007,5,52,2008,13,0,0
20007,5,53,2008,3,0,0
20007,5,54,2008,14,49,1342098
20007,5,56,2008,6,29,575198
20007,5,61,2008,0,0,0
